carat	 color	 clarity	 depth	 table	 price	 x	 y	 z	 heavy	 cut_now
0.32	 H	 VS1	62.8	55	561	4.35	4.41	2.75	0	3
0.32	 G	 VS2	61.8	55	561	4.41	4.43	2.73	0	5
0.32	 G	 VS2	61.2	59	561	4.38	4.41	2.69	0	4
0.32	 G	 VS2	62	59	561	4.37	4.41	2.72	0	3
0.26	 F	 VVS1	61.3	58	562	4.13	4.16	2.54	0	3
0.31	 G	 VS2	61.7	55	562	4.37	4.39	2.7	0	5
0.7	 E	 VS2	61.1	56	3176	5.73	5.76	3.51	0	5
0.72	 D	 SI2	60.5	57	3176	5.82	5.89	3.54	0	5
0.7	 E	 VS1	63.8	57	3177	5.61	5.65	3.59	0	3
0.74	 D	 VS2	61.1	54	3177	5.86	5.89	3.59	0	5
0.67	 G	 VVS1	62	56	3178	5.6	5.62	3.48	0	3
0.74	 H	 VS2	62.2	55	3178	5.83	5.81	3.62	0	5
0.72	 G	 VVS2	62.6	56	3179	5.7	5.74	3.58	0	5
0.72	 D	 VS2	60.8	56	3179	5.8	5.84	3.54	0	5
0.72	 D	 VS2	62.1	57	3179	5.69	5.75	3.55	0	5
0.72	 D	 VS2	62.8	57	3179	5.68	5.73	3.58	0	5
0.81	 D	 SI1	63.9	58	3179	5.9	5.85	3.75	1	2
1.5	 G	 I1	57.4	62	3179	7.56	7.39	4.29	1	2
0.74	 E	 VS2	61.8	58	3180	5.79	5.82	3.59	0	3
0.93	 J	 VS2	61.1	59	3180	6.32	6.34	3.87	1	3
0.87	 H	 SI1	62.2	57	3180	6.05	6.11	3.78	1	3
0.72	 H	 VVS1	60.8	58	3180	5.77	5.8	3.52	0	5
0.72	 H	 VVS1	61.8	55	3180	5.74	5.78	3.56	0	5
0.72	 H	 VVS1	61.5	57	3180	5.74	5.76	3.54	0	5
0.91	 H	 SI1	64.4	60	3180	6.1	6.07	3.92	1	1
0.91	 H	 SI1	64.8	57	3180	6.12	6.07	3.95	1	1
0.91	 H	 SI1	62.2	56	3180	6.23	6.18	3.86	1	4
0.91	 J	 SI2	62	56	3181	6.18	6.23	3.85	1	3
0.95	 G	 SI2	62.6	58	3181	6.22	6.18	3.88	1	4
0.63	 E	 VVS1	61.1	58	3181	5.49	5.54	3.37	0	5
0.92	 J	 SI1	61.7	57	3181	6.21	6.26	3.85	1	5
0.95	 G	 SI2	59.8	60	3181	6.36	6.34	3.8	1	4
0.8	 I	 VVS1	61.7	56	3181	5.98	5.92	3.67	1	5
0.73	 D	 VS2	63.5	58	3182	5.68	5.72	3.62	0	3
0.73	 D	 VS2	62.1	56	3182	5.77	5.8	3.59	0	5
0.73	 G	 VVS2	61.9	56	3183	5.74	5.81	3.61	0	5
0.73	 G	 VVS2	62.2	55	3183	5.74	5.77	3.58	0	5
0.72	 E	 SI1	63.3	56	3183	5.67	5.71	3.6	0	3
1.11	 I	 I1	61.8	59	3183	6.65	6.58	4.09	1	4
0.85	 H	 SI1	60.8	57	3183	6.13	6.18	3.74	1	5
0.76	 G	 VS2	61.5	55	3183	5.92	5.88	3.63	0	5
0.7	 D	 VS1	60.9	60	3183	5.75	5.71	3.49	0	4
0.73	 E	 VS2	62.9	58	3184	5.7	5.75	3.6	0	3
0.78	 G	 VS2	61.7	55	3184	5.94	5.89	3.65	0	5
0.7	 H	 VS1	61.2	55	3185	5.71	5.76	3.51	0	5
0.7	 H	 VS1	61	56	3185	5.75	5.79	3.51	0	5
0.7	 H	 VS1	61.7	57	3185	5.66	5.7	3.5	0	5
0.79	 D	 SI1	61.2	56	3185	6.02	5.95	3.66	0	5
0.72	 G	 IF	60.1	58	3185	5.89	5.86	3.53	0	4
0.9	 E	 SI2	57.5	68	3187	6.37	6.33	3.65	1	1
0.96	 J	 SI1	62.9	59	3187	6.3	6.22	3.94	1	4
0.9	 E	 SI2	63.4	56	3187	6.15	5.99	3.85	1	3
1.03	 J	 SI2	56.2	62	3188	6.69	6.73	3.77	1	2
0.9	 J	 VS1	62.5	56	3188	6.11	6.21	3.85	1	3
0.75	 G	 VVS1	58.4	56	3188	5.98	6.06	3.52	0	2
0.77	 E	 SI1	61.6	57	3189	5.87	5.91	3.63	0	5
0.91	 G	 SI2	60.3	59	3189	6.23	6.28	3.77	1	3
0.85	 E	 SI2	62.8	57	3189	6.06	6.01	3.79	1	5
0.71	 H	 VS2	61.9	55	3189	5.74	5.77	3.56	0	5
0.74	 E	 VS2	59.5	57	3189	5.92	5.94	3.53	0	5
0.73	 D	 SI1	61.8	56	3189	5.8	5.76	3.57	0	5
0.73	 D	 SI1	61.9	56	3189	5.8	5.77	3.58	0	5
1.01	 J	 VS2	62.4	60	3190	6.45	6.35	3.99	1	4
0.71	 H	 IF	62	54	3190	5.71	5.75	3.55	0	5
0.89	 G	 SI1	61.1	58	3190	6.24	6.17	3.79	1	4
0.92	 I	 SI1	62.9	60	3190	6.18	6.13	3.87	1	4
1.01	 J	 VS2	65.8	55	3190	6.29	6.24	4.12	1	1
0.7	 G	 VVS2	60.6	56	3191	5.69	5.82	3.49	0	5
0.7	 G	 VVS2	60.3	57	3191	5.75	5.83	3.49	0	5
0.7	 F	 VVS2	62	55	3191	5.71	5.67	3.53	0	5
0.71	 E	 VS2	62.1	57	3191	5.71	5.75	3.56	0	5
0.71	 E	 VS2	62	57	3191	5.71	5.74	3.55	0	5
0.8	 E	 VS2	61.4	55	3192	5.96	5.99	3.67	1	5
0.71	 D	 VS1	62.2	55	3192	5.71	5.74	3.56	0	5
0.75	 E	 VS2	60.2	57	3192	5.93	5.9	3.56	0	5
0.71	 E	 VS1	62.1	60	3192	5.65	5.71	3.53	0	3
0.71	 E	 VS1	61.5	57	3192	5.74	5.77	3.54	0	3
0.81	 G	 SI1	62.2	57	3192	5.97	6.02	3.73	1	5
0.76	 E	 VS2	61.5	56	3192	5.92	5.89	3.63	0	5
0.91	 H	 VS2	63.8	59	3192	5.99	5.96	3.82	1	2
1	 H	 SI2	62	64	3192	6.43	6.29	3.94	1	2
0.76	 E	 VS2	60.1	59	3192	6.01	5.97	3.6	0	4
1	 H	 SI2	64.4	57	3192	6.35	6.29	4.07	1	1
0.81	 G	 VS2	61.4	60	3193	6.02	5.99	3.69	1	4
0.73	 F	 VVS2	62.2	54	3193	5.8	5.75	3.59	0	5
0.9	 J	 VVS2	57.4	61	3193	6.42	6.37	3.67	1	2
0.7	 D	 VS1	60.4	63	3193	5.68	5.74	3.45	0	2
0.81	 G	 VS2	62.9	58	3193	5.94	5.88	3.72	1	4
0.9	 H	 SI2	63.6	60	3193	6.11	6.06	3.87	1	2
0.54	 D	 VVS1	61.4	57.5	3194	5.25	5.28	3.23	0	4
0.83	 G	 VS2	62.7	58	3195	5.97	6.03	3.76	1	3
0.73	 D	 SI1	62.4	53	3195	5.79	5.82	3.62	0	5
0.71	 G	 VS1	62.3	54	3195	5.68	5.72	3.55	0	5
0.8	 D	 SI1	61.7	56	3195	5.96	6	3.69	1	5
0.83	 G	 VS2	63.7	60.9	3195	5.84	5.92	3.75	1	2
0.91	 F	 SI1	63.5	58	3195	6.15	6.1	3.89	1	3
0.91	 F	 SI1	63.3	60	3195	6.1	6.06	3.85	1	3
0.6	 F	 VVS2	61.5	57	3196	5.42	5.45	3.34	0	5
0.9	 I	 SI1	63	53	3196	6.08	6.15	3.85	1	2
0.91	 F	 SI2	61.7	55	3196	6.27	6.2	3.85	1	5
0.9	 J	 VS1	62.9	56	3197	6.13	6.18	3.87	1	3
0.51	 E	 VVS1	61.3	56	3197	5.13	5.21	3.17	0	5
0.77	 G	 VS1	61.1	54	3197	5.91	5.94	3.62	0	3
1.01	 F	 SI1	66.1	60	3197	6.15	6.13	4.06	1	1
0.83	 F	 SI1	62	59	3198	6.04	5.99	3.73	1	4
0.73	 E	 VS2	62.2	59	3198	5.74	5.77	3.58	0	5
0.71	 E	 VS1	61.4	59	3198	5.71	5.75	3.52	0	5
0.71	 E	 VS1	62.3	56	3198	5.66	5.7	3.54	0	5
0.83	 F	 SI1	62.1	55	3198	6.05	6	3.74	1	5
0.7	 E	 VS2	61	59	3199	5.74	5.7	3.49	0	4
1	 J	 SI2	56.3	64	3199	6.58	6.54	3.69	1	1
0.71	 F	 VS1	62.6	57	3199	5.7	5.73	3.58	0	5
0.71	 F	 VS1	61.1	56	3199	5.71	5.74	3.5	0	5
1.02	 E	 I1	60.6	63	3199	6.52	6.46	3.93	1	3
0.7	 F	 VS1	62.4	56	3199	5.67	5.65	3.53	0	5
0.7	 D	 SI1	61.7	57	3199	5.76	5.73	3.54	0	5
1.02	 H	 I1	62.5	60	3199	6.41	6.39	4	1	4
0.73	 F	 VS1	62	57	3200	5.73	5.75	3.56	0	3
0.74	 F	 VS2	62.1	56	3200	5.83	5.79	3.61	0	5
0.9	 E	 SI2	62.6	56	3200	6.15	6.06	3.82	1	5
0.9	 H	 SI1	63.8	57	3201	6.07	6.13	3.89	1	2
0.7	 E	 VS2	60.5	59	3201	5.72	5.75	3.47	0	5
0.7	 E	 VS2	61.1	59	3201	5.67	5.73	3.48	0	5
0.73	 E	 VS2	62.4	57	3201	5.75	5.79	3.6	0	5
0.84	 I	 VS1	61.4	57	3201	6.03	6.09	3.72	1	5
0.76	 F	 VS2	61	55	3201	5.92	5.89	3.6	0	5
0.71	 D	 VS2	59.7	55	3203	5.85	5.88	3.5	0	3
1.04	 H	 I1	63.9	58	3203	6.35	6.42	4.08	1	2
1.04	 H	 I1	61.6	61	3203	6.45	6.47	3.98	1	3
0.7	 F	 VVS1	63.3	62	3204	5.67	5.57	3.56	0	3
0.7	 F	 VVS1	63	60	3204	5.62	5.59	3.53	0	4
1.02	 G	 SI2	62.3	56	3204	6.39	6.35	3.97	1	5
1.04	 J	 SI2	63.8	56	3204	6.36	6.32	4.05	1	2
0.7	 F	 VVS2	60.5	60	3205	5.7	5.73	3.46	0	3
1.11	 H	 I1	61	59	3205	6.61	6.67	4.05	1	4
0.7	 G	 VVS2	60.8	56	3205	5.75	5.79	3.51	0	5
0.7	 G	 VVS2	61	56	3205	5.74	5.77	3.51	0	5
0.71	 F	 IF	58.7	62	3205	5.87	5.81	3.43	0	1
0.9	 D	 SI2	62.7	59	3205	6.2	6.14	3.87	1	4
0.9	 D	 SI2	65.9	59	3205	6	5.95	3.94	1	1
0.9	 D	 SI2	66	58	3205	6	5.97	3.95	1	1
0.9	 D	 SI2	64.7	54	3205	6.1	6.04	3.93	1	1
0.9	 D	 SI2	65.7	60	3205	5.98	5.93	3.91	1	1
0.9	 D	 SI2	64.7	59	3205	6.09	5.99	3.91	1	1
0.9	 D	 SI2	59	61	3205	6.32	6.28	3.72	1	4
0.72	 D	 VS2	60.6	57	3205	5.82	5.79	3.52	0	4
0.75	 E	 VS2	61.8	58	3206	5.83	5.85	3.61	0	4
0.75	 E	 VS2	61.7	56	3206	5.84	5.86	3.61	0	5
0.75	 E	 VS2	62.8	55	3206	5.77	5.79	3.63	0	3
0.58	 D	 VVS1	60.6	57	3206	5.38	5.41	3.27	0	5
0.7	 G	 VS1	61.2	56	3206	5.71	5.75	3.5	0	5
0.7	 G	 VS1	61.4	55	3206	5.71	5.76	3.53	0	5
0.7	 F	 VVS1	59.9	62	3206	5.69	5.74	3.42	0	2
0.83	 F	 SI1	63	55	3207	5.95	5.96	3.75	1	3
0.83	 D	 SI2	62.1	56	3207	6	6.04	3.74	1	5
1.01	 J	 SI1	62.1	54	3207	6.48	6.4	4	1	5
0.77	 H	 VVS2	61.1	56	3208	5.89	5.92	3.61	0	3
0.7	 G	 VVS1	62.4	59	3208	5.63	5.66	3.52	0	3
0.7	 D	 VS1	60.1	60	3208	5.73	5.76	3.45	0	3
0.9	 H	 SI2	61.5	59	3208	6.15	6.2	3.8	1	3
0.93	 J	 VS2	63.3	61	3208	6.19	6.14	3.9	1	3
0.8	 H	 VS1	61.7	62	3209	5.89	5.94	3.65	1	3
0.9	 I	 VS2	62.5	57	3209	6.12	6.2	3.85	1	3
0.73	 G	 VS1	60.8	56.4	3209	5.81	5.86	3.55	0	5
0.79	 D	 SI1	61.1	57	3209	5.94	6	3.65	0	5
0.8	 D	 SI2	61.9	54	3210	5.95	6	3.7	1	5
0.7	 D	 VVS2	61.5	60	3210	5.71	5.64	3.49	0	4
0.71	 G	 VVS1	62.6	56	3210	5.65	5.69	3.55	0	5
0.79	 F	 SI1	60.8	55	3210	5.98	6.05	3.66	0	5
0.9	 F	 SI2	62.6	62	3210	6.06	6.01	3.78	1	4
0.9	 F	 SI2	64.3	57	3210	6.16	6.06	3.93	1	2
0.9	 F	 SI2	61.9	62	3210	6.12	6.07	3.77	1	4
0.91	 J	 VS1	64.2	60	3210	6.01	5.95	3.84	1	2
0.91	 F	 SI2	64.9	56	3210	6.08	6.05	3.94	1	1
0.9	 I	 SI1	63.1	54	3211	6.13	6.16	3.88	1	3
0.73	 F	 VS1	60.7	61	3211	5.79	5.75	3.5	0	4
0.73	 F	 VS1	62.6	56	3211	5.73	5.71	3.58	0	5
0.77	 F	 VS1	59.5	58	3211	5.96	5.94	3.54	0	4
0.82	 E	 SI1	61.2	61	3211	5.98	5.95	3.65	1	4
0.61	 E	 VVS1	59.9	61	3212	5.5	5.55	3.31	0	5
0.71	 D	 VS2	62.7	57	3212	5.7	5.75	3.59	0	5
0.71	 E	 VS1	61.9	54	3212	5.74	5.76	3.56	0	5
0.71	 E	 VS1	62.3	54	3212	5.69	5.73	3.56	0	5
0.76	 G	 SI1	61.2	57	3212	5.85	5.9	3.59	0	5
0.81	 E	 SI1	60.8	59	3213	5.99	5.95	3.63	1	4
0.78	 D	 SI1	61.1	57	3214	5.95	5.97	3.64	0	5
0.7	 D	 VS1	62.9	59	3214	5.72	5.66	3.58	0	4
0.95	 D	 SI2	56.5	61	3214	6.53	6.5	3.68	1	2
0.92	 J	 VS2	61.1	57	3215	6.31	6.22	3.83	1	5
0.96	 I	 VS2	56.1	60	3215	6.62	6.58	3.7	1	1
0.96	 G	 SI2	62.7	60	3215	6.29	6.11	3.89	1	4
1.1	 J	 SI2	60	58	3216	6.77	6.66	4.03	1	4
1.1	 I	 SI2	61.7	56	3216	6.65	6.6	4.09	1	5
0.71	 E	 VS2	60.7	58	3217	5.73	5.81	3.5	0	3
0.71	 D	 VS2	59.2	59	3217	5.8	5.86	3.45	0	4
0.71	 D	 VS2	62.5	55	3217	5.71	5.74	3.58	0	5
0.71	 D	 VS2	62.4	59	3217	5.68	5.73	3.56	0	3
1	 I	 SI2	62.4	63	3217	6.35	6.44	3.99	1	3
0.9	 F	 SI2	62.8	54	3217	6.05	6.15	3.83	1	3
0.64	 F	 VVS2	60.9	56	3217	5.57	5.59	3.4	0	5
0.71	 E	 VS2	60.3	56	3217	5.8	5.84	3.51	0	5
0.77	 F	 VS2	62.1	59	3218	5.85	5.87	3.64	0	4
0.52	 D	 VVS1	62	57	3218	5.15	5.17	3.2	0	5
0.71	 F	 VS1	60.6	60	3218	5.68	5.73	3.46	0	3
0.9	 E	 SI2	62	63	3218	6.09	6.14	3.79	1	2
0.77	 E	 SI1	61.6	57	3218	5.91	5.87	3.63	0	5
1.18	 E	 I1	59.9	63	3219	6.8	6.85	4.09	1	3
0.72	 F	 VS1	63.3	57	3219	5.68	5.75	3.62	0	3
0.72	 F	 VS1	62.8	58	3219	5.7	5.73	3.59	0	3
0.72	 F	 VS1	63.3	58	3219	5.66	5.71	3.6	0	3
0.72	 D	 VS2	62.7	56	3219	5.71	5.78	3.6	0	5
0.72	 D	 VS2	62.7	56	3219	5.65	5.71	3.56	0	5
0.9	 I	 SI1	62.6	58	3220	6.08	6.15	3.83	1	3
0.9	 I	 SI1	60.5	58	3220	6.22	6.27	3.78	1	3
0.75	 F	 VS1	60.9	59	3220	5.83	5.87	3.56	0	3
0.73	 H	 VVS1	62.1	56	3220	5.75	5.8	3.59	0	5
1.15	 H	 SI2	60.4	58	3220	6.8	6.75	4.09	1	4
0.71	 D	 VS2	63.1	58	3222	5.67	5.7	3.59	0	3
0.71	 D	 VS2	61.4	57	3222	5.73	5.77	3.53	0	5
0.51	 D	 VVS2	61.3	56	3223	5.14	5.15	3.16	0	5
0.72	 E	 VS2	61.3	57	3223	5.76	5.79	3.54	0	5
0.82	 I	 IF	61.2	60	3224	6.03	5.99	3.68	1	4
1.01	 H	 SI1	62.9	58	3224	6.38	6.34	4	1	4
0.9	 J	 SI1	63.6	57	3225	6.07	6.1	3.87	1	3
0.68	 G	 VVS1	61.9	55	3225	5.63	5.68	3.5	0	2
0.9	 G	 SI2	61.3	55	3226	6.18	6.12	3.77	1	4
0.74	 F	 VS1	61.7	57	3226	5.79	5.85	3.59	0	3
0.74	 F	 VS1	62.3	56	3226	5.76	5.79	3.6	0	5
0.73	 E	 VS1	62.3	58	3226	5.72	5.74	3.57	0	3
0.8	 D	 SI1	59.4	55	3226	6.06	6.02	3.59	1	4
0.9	 G	 SI1	57.7	62	3226	6.29	6.23	3.61	1	2
0.9	 H	 VS2	65.5	57	3226	6.05	6.01	3.95	1	1
0.72	 F	 VS2	61.1	56	3226	5.92	5.8	3.55	0	5
0.51	 E	 VVS1	61.3	56	3226	5.21	5.13	3.17	0	5
0.86	 H	 SI1	59.7	59	3228	6.14	6.23	3.69	1	3
0.65	 D	 VVS2	61.4	60	3228	5.54	5.57	3.41	0	5
0.74	 E	 VS2	62.7	58	3228	5.77	5.72	3.6	0	4
0.72	 F	 VS1	62.2	57	3229	5.7	5.74	3.56	0	3
0.7	 D	 VS1	61.6	60	3229	5.63	5.6	3.46	0	4
0.7	 D	 VS1	62.9	57	3229	5.67	5.61	3.55	0	5
0.71	 H	 VS1	61.8	55	3229	5.72	5.77	3.55	0	5
0.71	 H	 VS1	61.7	55	3229	5.73	5.75	3.54	0	5
0.71	 H	 VS1	60.8	57	3229	5.74	5.79	3.51	0	5
0.71	 H	 VS1	61.4	56	3229	5.74	5.78	3.54	0	5
0.96	 I	 SI2	62.7	58	3229	6.24	6.2	3.9	1	4
0.91	 H	 SI1	63.7	60	3229	6.16	6.09	3.9	1	2
0.79	 E	 VS2	59.4	60	3230	6.08	6.05	3.6	0	4
1.03	 H	 I1	61.5	57	3230	6.52	6.48	4	1	5
0.81	 F	 SI1	61	59	3230	6.01	5.99	3.66	1	4
0.75	 E	 VS1	63.1	55	3231	5.8	5.83	3.67	0	2
0.81	 E	 VS2	60.4	57	3231	6.02	6.06	3.65	1	5
0.9	 J	 VS1	62.3	56	3231	6.19	6.23	3.87	1	3
0.7	 D	 VS1	62.9	60	3231	5.57	5.62	3.52	0	3
0.83	 E	 SI1	62.7	57	3231	5.96	6.01	3.75	1	5
0.59	 D	 VVS1	61.8	57	3234	5.37	5.41	3.33	0	3
1	 J	 SI2	62.7	58	3234	6.28	6.32	3.95	1	2
0.71	 H	 IF	62.2	57	3234	5.7	5.74	3.56	0	5
1.05	 E	 I1	62.2	61	3234	6.48	6.51	4.04	1	3
0.7	 G	 VVS2	59.9	58	3234	5.78	5.8	3.47	0	5
0.71	 D	 VS2	61.4	56	3234	5.74	5.79	3.54	0	5
0.7	 F	 VVS2	58.7	63	3234	5.82	5.79	3.41	0	3
1.05	 H	 SI2	60.6	57	3234	6.59	6.55	3.98	1	5
0.7	 G	 VVS1	62.8	58	3234	5.68	5.62	3.55	0	4
0.77	 E	 VS2	60.5	59	3234	5.98	5.92	3.6	0	4
0.7	 G	 VVS2	60	60	3235	5.78	5.85	3.49	0	3
0.8	 H	 VS2	63.1	57	3235	5.87	5.92	3.72	1	3
0.73	 E	 VS1	62.5	57	3235	5.73	5.76	3.59	0	5
0.7	 E	 VS1	61.9	61	3235	5.59	5.65	3.48	0	3
0.7	 H	 VVS2	62.2	55	3235	5.71	5.76	3.57	0	5
0.72	 E	 VS2	62.1	57	3235	5.73	5.76	3.57	0	5
0.72	 D	 VS2	60.9	55	3236	5.77	5.89	3.55	0	5
0.95	 I	 SI2	62.5	58	3237	6.3	6.24	3.92	1	4
0.85	 G	 VS2	61	58	3237	6.11	6.08	3.72	1	4
0.89	 I	 VS2	63.1	55	3238	6.09	6.17	3.87	1	3
0.72	 F	 VS2	61.6	58	3238	5.75	5.78	3.55	0	3
0.76	 F	 VS2	62.5	58	3238	5.79	5.83	3.63	0	3
0.91	 G	 SI2	62	59	3238	6.19	6.22	3.85	1	3
0.7	 E	 VVS2	62.8	56	3238	5.68	5.6	3.54	0	5
0.71	 E	 VS1	60.4	56	3238	5.8	5.85	3.52	0	5
0.71	 E	 VS1	62.7	57	3238	5.66	5.69	3.56	0	5
0.7	 D	 VS1	57.8	60	3239	5.85	5.87	3.39	0	2
0.7	 D	 VS1	60.6	58	3239	5.73	5.75	3.48	0	4
0.7	 D	 VS1	61.5	55	3239	5.7	5.74	3.52	0	3
0.73	 I	 VVS1	61.8	57	3239	5.75	5.77	3.56	0	5
0.9	 E	 SI2	63.2	61	3239	6.06	5.99	3.81	1	3
0.77	 G	 VS1	62.3	58	3240	5.82	5.86	3.64	0	3
0.77	 D	 SI1	59.9	59	3241	5.9	5.95	3.55	0	3
0.79	 D	 SI1	61.2	56	3242	5.95	6.02	3.66	0	5
0.72	 F	 SI1	60.2	57	3242	5.83	5.86	3.52	0	5
0.9	 H	 SI1	63.2	61	3242	6.12	6.03	3.84	1	3
0.77	 G	 VS1	60.9	55	3243	5.9	5.96	3.61	0	3
0.81	 E	 SI1	61.9	58	3243	5.92	5.97	3.68	1	3
0.68	 E	 VS1	61.3	55	3243	5.67	5.71	3.49	0	5
0.71	 D	 VS2	63	56	3245	5.69	5.65	3.58	0	5
0.9	 G	 SI2	64.1	56	3246	6.12	6.08	3.91	1	2
0.74	 F	 VS2	60.8	57	3246	5.85	5.87	3.56	0	5
0.84	 D	 SI2	61.8	56	3246	6.04	6.06	3.74	1	5
0.9	 I	 VS2	63.7	61	3246	6.1	6.06	3.87	1	2
0.9	 G	 SI2	62.1	58	3246	6.13	6.08	3.79	1	4
0.9	 I	 VS2	63.8	55	3246	6.16	6.07	3.9	1	2
0.9	 G	 SI2	63.8	59	3246	6.05	6.02	3.85	1	2
0.9	 G	 SI2	63.4	59	3246	6.08	6.04	3.84	1	3
0.9	 G	 SI2	63.8	56	3246	6.16	6.13	3.92	1	2
0.9	 G	 SI2	61.1	58	3246	6.22	6.18	3.79	1	4
1.03	 J	 SI2	56.2	62	3246	6.73	6.69	3.77	1	1
0.9	 I	 VS2	65.4	60	3246	6.03	5.96	3.93	1	1
0.31	 G	 VS2	62.2	54	562	4.38	4.4	2.73	0	5
0.31	 G	 VS2	62.2	54	562	4.34	4.38	2.71	0	5
0.31	 G	 VS2	60.8	56	562	4.38	4.4	2.67	0	5
0.31	 G	 VS2	61.1	57	562	4.37	4.4	2.68	0	5
0.31	 G	 VS2	62.2	53	562	4.37	4.38	2.72	0	5
0.31	 H	 VS1	62	53	562	4.34	4.37	2.7	0	5
0.31	 H	 VS1	61.3	55	562	4.36	4.38	2.68	0	5
0.39	 H	 SI2	62.4	59	562	4.58	4.65	2.88	0	3
0.29	 F	 VVS1	61.5	56	563	4.26	4.3	2.63	0	3
0.35	 G	 VS2	61.6	54	563	4.55	4.58	2.81	0	5
0.31	 G	 SI1	61.6	55	563	4.34	4.37	2.68	0	5
0.25	 D	 VS1	61.2	55	563	4.09	4.11	2.51	0	1
0.32	 G	 VS2	60.9	58	564	4.42	4.45	2.7	0	3
0.32	 G	 VS2	61.8	55	564	4.4	4.43	2.73	0	5
0.33	 H	 SI1	61.7	55	564	4.43	4.46	2.74	0	5
0.33	 H	 SI1	60.6	56	564	4.46	4.49	2.72	0	5
0.3	 E	 SI1	61.9	57	564	4.29	4.32	2.66	0	5
0.3	 E	 SI1	62.3	57	564	4.28	4.32	2.68	0	5
0.32	 E	 SI1	62.5	61	564	4.32	4.35	2.71	0	2
0.26	 D	 VVS2	63.6	56	564	4.06	4.09	2.59	0	2
0.26	 E	 VVS2	62.5	55	564	4.07	4.09	2.55	0	5
0.26	 E	 VVS2	58.9	61	564	4.16	4.19	2.46	0	3
0.26	 E	 VVS2	60.8	61	564	4.12	4.13	2.51	0	3
0.26	 E	 VVS2	61.7	61	564	4.08	4.12	2.53	0	3
0.26	 F	 VVS1	63.3	57	564	4.05	4.07	2.57	0	2
0.36	 G	 SI2	61.8	56	565	4.58	4.61	2.84	0	5
0.34	 E	 SI1	61.9	55	565	4.51	4.53	2.8	0	5
0.34	 E	 SI1	62.6	55	565	4.46	4.49	2.8	0	5
0.31	 D	 SI1	61.3	56	565	4.36	4.41	2.69	0	5
0.31	 D	 SI1	61.7	55	565	4.37	4.41	2.71	0	5
0.9	 G	 SI2	64.1	63	3246	6.02	5.99	3.85	1	2
0.9	 I	 VS2	62.8	61	3246	6.12	6.02	3.81	1	4
0.91	 F	 SI2	61.1	55	3246	6.24	6.19	3.8	1	5
0.7	 F	 VVS2	62.5	58	3247	5.63	5.67	3.53	0	3
0.7	 D	 VS1	62.8	59	3247	5.63	5.68	3.55	0	3
0.7	 G	 VVS1	62.6	57	3247	5.65	5.7	3.55	0	5
0.71	 E	 VS2	62	55	3247	5.7	5.75	3.55	0	5
0.71	 E	 VS2	62.5	55	3247	5.67	5.73	3.56	0	5
0.52	 D	 VVS1	62	57	3247	5.17	5.15	3.2	0	5
0.76	 D	 VS2	63	56	3248	5.83	5.79	3.66	0	5
0.61	 F	 VVS2	61.5	55	3248	5.47	5.53	3.38	0	5
0.61	 F	 VVS2	61.4	56	3248	5.44	5.49	3.36	0	5
0.61	 F	 VVS2	61.1	57	3248	5.47	5.49	3.34	0	5
0.65	 G	 VVS1	61.9	56	3248	5.56	5.59	3.45	0	5
0.7	 E	 VS1	62.1	55	3248	5.72	5.77	3.57	0	5
1	 H	 SI2	66.5	62	3248	6.19	6.1	4.09	1	1
0.83	 H	 VS2	61.7	59	3249	5.95	6.02	3.69	1	3
0.76	 E	 VS2	61.5	56	3249	5.89	5.92	3.63	0	5
0.76	 E	 VS2	63.2	56	3249	5.82	5.86	3.69	0	2
0.76	 H	 VVS2	61	56	3249	5.85	5.91	3.59	0	5
0.73	 F	 SI1	61.7	55	3249	5.79	5.82	3.58	0	5
0.81	 G	 VS2	62.9	58	3250	5.88	5.94	3.72	1	2
0.9	 H	 SI2	63.6	60	3250	6.06	6.11	3.87	1	2
0.9	 H	 SI2	59.6	59	3250	6.38	6.24	3.76	1	3
0.9	 H	 SI2	62.4	58	3250	6.11	6.16	3.83	1	3
0.72	 F	 VVS2	61.1	58	3250	5.78	5.84	3.55	0	4
0.83	 E	 SI1	63.7	59	3250	5.95	5.89	3.77	1	2
0.9	 G	 SI1	65.2	59	3250	6.05	6.01	3.93	1	1
0.9	 G	 SI1	64.2	58	3250	6.04	6.01	3.87	1	2
0.93	 J	 VS2	62.3	60	3250	6.3	6.23	3.9	1	4
0.73	 D	 VS2	59.8	58	3250	5.89	5.85	3.51	0	4
0.9	 I	 SI1	63.3	59	3251	6.14	6.05	3.86	1	3
0.71	 G	 VS1	61	56	3251	5.77	5.8	3.53	0	5
0.8	 E	 SI2	60.9	57	3251	6	6.03	3.66	1	5
0.82	 F	 SI1	62.6	56	3251	5.95	5.99	3.74	1	5
0.9	 I	 SI1	62.3	56	3251	6.18	6.12	3.83	1	5
0.9	 I	 SI1	60.8	57	3251	6.25	6.22	3.79	1	5
0.9	 I	 SI1	61.8	58	3251	6.21	6.19	3.83	1	4
0.77	 D	 SI1	60.8	57	3251	5.94	5.9	3.6	0	5
0.71	 D	 SI1	62	55	3252	5.71	5.76	3.56	0	5
0.7	 F	 VVS1	63.3	56	3252	5.7	5.64	3.59	0	3
0.7	 G	 VS2	61.9	56	3253	5.68	5.7	3.52	0	5
0.7	 G	 VS2	61.5	57	3253	5.7	5.74	3.52	0	5
